id,aspect,opinion
606,OPI,挺好的
607,OPI,喜欢
607,OPI,不油腻
607,OPI,细腻
607,OPI,均匀
607,OPI,很自然
608,OPI,还不错
608,OPI,很自然
608,OPI,很香
608,ASP,赠品
610,ASP,保湿效果
610,OPI,不错
610,OPI,很舒服
610,OPI,真心不错
611,OPI,非常不错
611,ASP,去气色
611,OPI,很自然
611,OPI,保湿
612,OPI,好用
612,OPI,涂少
612,OPI,很自然
612,OPI,耐用
612,OPI,好评
613,OPI,非常好
613,OPI,非常快
613,OPI,非常值
614,OPI,不错
614,OPI,一直用
614,OPI,方便
615,OPI,挺好
615,OPI,很补水
615,ASP,精华
615,OPI,很多
615,ASP,价格
615,OPI,实惠
616,OPI,超级好
616,OPI,少了
616,OPI,很好闻
616,OPI,喜欢
617,ASP,包装
617,OPI,非常好的
618,OPI,真假
618,ASP,价格
618,OPI,有点贵
620,OPI,不错
622,OPI,还不错
623,OPI,很喜欢
624,ASP,价格
624,OPI,好划算
624,ASP,补水效果
624,OPI,挺好的
625,OPI,不好用
626,OPI,很好
627,OPI,还不错
627,OPI,挺好
628,OPI,特优惠
629,ASP,保湿效果
629,OPI,非常好
631,OPI,划算
631,OPI,很舒服
631,OPI,很推荐
632,OPI,很好用
633,ASP,香味
633,OPI,浓郁
634,ASP,活动
634,OPI,物美价廉
634,ASP,物流
634,OPI,非常满意
635,OPI,很不错的
636,ASP,物流
636,OPI,快捷
636,OPI,给力
636,ASP,包装
636,ASP,包装到位
636,OPI,严实
637,ASP,包装
637,OPI,不是正品
638,OPI,特别服帖
639,OPI,便宜很多
640,OPI,好小
640,OPI,太少
640,OPI,没了
641,OPI,刺鼻的
641,ASP,味道
641,OPI,香香的
641,OPI,不紧绷
641,OPI,好用
642,OPI,不错
642,OPI,拔干
642,ASP,遮瑕
642,OPI,一般
643,OPI,很好
643,OPI,非常好
644,ASP,送货
644,OPI,速度快
644,ASP,小哥服务
644,OPI,快递
644,OPI,水水的
644,OPI,润润的
645,OPI,非常棒的
645,OPI,很满意
646,ASP,水润度
646,OPI,还不错
647,OPI,偏油
648,OPI,不错
648,OPI,不错
649,OPI,还不错
652,OPI,非常喜欢
653,OPI,是正品
653,OPI,不错
654,OPI,很舒服
655,ASP,包装
655,OPI,没封口
655,ASP,操控
655,OPI,不严
656,OPI,很好
657,OPI,真心好用
657,OPI,提亮
659,OPI,沫丰富
659,ASP,清洁力
659,OPI,有淡香
659,OPI,喜欢
660,OPI,挺好用的
660,OPI,很划算
661,ASP,味道
661,OPI,淡淡的
661,OPI,不起沫
661,OPI,有点滑
662,OPI,不错
663,OPI,挺好用的
663,ASP,保湿效果
663,OPI,不错
663,OPI,挺好的
664,OPI,挺保湿的
664,OPI,不怎么干
667,OPI,还不错
667,OPI,还可以
668,ASP,包装
668,OPI,很好
668,ASP,物流
669,OPI,很好
669,OPI,非常不错
670,OPI,挺好的
670,OPI,还保湿
671,OPI,便宜
671,OPI,一点不假
672,OPI,很贴合
672,ASP,保湿效果
672,OPI,很好
672,OPI,优惠
673,OPI,很好用
674,OPI,很棒的
674,OPI,不刺激
674,ASP,物流
675,OPI,还不错
675,OPI,很细
676,OPI,很不错
676,OPI,满意
677,ASP,快递
677,OPI,挺快的
677,OPI,挺大
678,OPI,好用
678,ASP,补水效果
678,ASP,精华
678,OPI,比较多
678,OPI,不错
679,OPI,很好
679,OPI,很满意
680,OPI,便宜
680,OPI,优惠
680,OPI,一点
680,OPI,还好
681,OPI,不好用
682,OPI,很划算
682,OPI,很舒服
683,OPI,方便
683,ASP,包装
683,OPI,完整
683,ASP,价格
683,OPI,实惠
683,ASP,快递
683,OPI,很快
683,ASP,赠品
684,OPI,不错
684,OPI,划算
686,ASP,保湿
686,OPI,还行
686,OPI,不卡粉
686,ASP,价钱
686,OPI,优惠
687,ASP,速度
687,OPI,超快
687,ASP,快递小哥
687,OPI,超级暖心
689,OPI,挺好的
690,OPI,很轻薄
690,OPI,不浮粉
691,OPI,还行
691,OPI,比较粘
692,OPI,挺好用的
692,ASP,遮瑕效果
692,OPI,不错
692,ASP,颜色
692,OPI,很提亮
692,OPI,不错
693,OPI,非常好
693,OPI,很舒服
694,OPI,很好用
695,OPI,很好
695,ASP,活动
695,ASP,价格
695,OPI,很优惠
695,OPI,很好用
696,OPI,还不错
697,ASP,物流
697,OPI,很快
697,OPI,不错
698,ASP,物流
698,OPI,真是快
698,OPI,不错
699,OPI,很好用
699,ASP,遮暇效果
699,OPI,非常不错
699,OPI,很好
700,OPI,便宜又好用
701,OPI,便宜又好用
702,OPI,特别好用
703,ASP,活动
703,OPI,店实惠
704,OPI,好评
705,OPI,5星好评
706,OPI,不好用
707,OPI,好用的
707,ASP,瓶子
707,OPI,超级好看
708,OPI,很好
708,OPI,很不错
708,OPI,好评
709,ASP,活动力度
709,OPI,可以的
709,OPI,划算
709,OPI,很多
709,OPI,还可以
710,OPI,假的
710,OPI,假的
710,OPI,假的
711,ASP,物流速度
711,OPI,真是快
712,ASP,补水效果
712,OPI,不错
712,ASP,物流
712,OPI,挺快的
713,OPI,不错
713,OPI,满意
714,OPI,还不错
715,OPI,很好
715,OPI,很服贴
715,ASP,精华液
715,OPI,很卵
715,OPI,还要好
716,ASP,补水效果
716,OPI,没有
717,OPI,挺好的
717,OPI,很划算
718,ASP,物流
718,OPI,很快
719,OPI,挺好用
719,OPI,挺干净的
720,OPI,不错
721,OPI,不错
721,ASP,物流
721,OPI,超快
722,ASP,补水效果
722,OPI,还不错
723,OPI,细腻
723,OPI,滑滑滴
723,OPI,还算满意
724,OPI,挺好的
725,OPI,不好
725,OPI,过敏了
726,OPI,超实惠
726,OPI,不油腻
726,OPI,挺好的
728,OPI,清爽
728,OPI,不适合
728,ASP,痘痘
729,OPI,一般
730,OPI,一般
731,OPI,一般
732,OPI,还不错
733,OPI,好评
733,OPI,挺好用的
733,OPI,不过敏
734,ASP,发货
734,OPI,是正品
734,OPI,便宜
736,OPI,还可以
736,OPI,少了
737,OPI,很好用
738,OPI,真心的
738,OPI,不错
739,OPI,一般
739,OPI,不怎么控油的
740,OPI,很不错
740,OPI,很喜欢
741,OPI,很好用
741,OPI,细腻光滑
741,OPI,水润
741,ASP,性价比
742,OPI,还好
742,OPI,便宜
742,OPI,很划算
742,OPI,还不错
743,ASP,物流
743,OPI,挺快
744,OPI,差评
744,OPI,没有就算
745,ASP,水分
745,OPI,很足
745,OPI,很不错
745,ASP,物流
745,OPI,很实惠
746,OPI,非常喜欢
746,OPI,很满意
747,OPI,挺满意的
748,ASP,补水效果
748,OPI,不错
749,ASP,物流
749,OPI,很快
749,OPI,很划算
751,OPI,很不错
751,ASP,味道
751,OPI,好闻
751,ASP,遮瑕
751,OPI,保湿
752,OPI,挺好用的
753,OPI,不错
754,ASP,发货速度
755,OPI,挺好推开的
755,ASP,防晒效果
756,ASP,礼品
757,OPI,很好
757,OPI,是正品
758,ASP,送货
758,OPI,非常快
758,ASP,服务
758,OPI,很不错
758,ASP,性价比
758,OPI,很高
759,OPI,还好
759,OPI,蛮清爽
760,OPI,给力
760,ASP,价格
760,OPI,便宜
760,ASP,物流速度
760,OPI,很喜欢
761,OPI,还好吧
762,OPI,很快
762,OPI,很方便
762,OPI,实惠
763,OPI,好没有
765,ASP,快递
765,OPI,点个赞
765,OPI,超级快
765,OPI,杠杠滴
765,OPI,很不错
765,OPI,棒棒哒
766,OPI,还可以
767,OPI,不错
767,ASP,活动
767,OPI,实惠
768,ASP,活动
768,OPI,给力
769,OPI,温和不刺激
769,ASP,包装
769,OPI,很好
769,ASP,质量
769,OPI,不错
770,OPI,确实不错
771,OPI,还好吧
771,OPI,便宜
772,OPI,粉丝了
772,ASP,发货
772,OPI,很快
772,OPI,超级好听
772,OPI,很不错的
773,OPI,超级赞
773,ASP,活动
773,OPI,很值
775,OPI,不错
776,OPI,好用
776,OPI,不错
777,OPI,喜欢伯
777,OPI,很喜欢
778,ASP,物流
778,OPI,很快
778,ASP,隔离效果
778,OPI,很棒
779,OPI,降价
780,OPI,提亮肤色
780,OPI,满分
781,OPI,还不错
782,ASP,价格
782,OPI,实惠
782,ASP,保障服务
782,ASP,送货
783,OPI,不好用
783,OPI,不好用
783,OPI,不好用
783,ASP,味道
783,OPI,特别刺鼻
784,OPI,挺水润
785,OPI,不好
785,OPI,便宜
786,OPI,好用
786,ASP,保湿效果
786,OPI,很好
787,OPI,很自然
788,OPI,便宜
789,OPI,真心不错
790,ASP,补水效果
790,OPI,很不错的
791,ASP,补水效果
791,OPI,挺不错
791,OPI,很愉
792,OPI,挺好的
792,OPI,挺喜欢
792,ASP,瓶子
792,OPI,很好看
792,OPI,挺舒服的
792,OPI,还不错
793,OPI,自然
794,OPI,很干
794,OPI,很干
794,OPI,不值
795,OPI,还不错
795,ASP,速度
795,OPI,很快
796,OPI,挺好用
797,OPI,不好
797,OPI,便宜没
797,OPI,好货
798,OPI,不错
799,OPI,太苍白
800,OPI,淡淡的
800,ASP,味道
800,OPI,很好闻
800,OPI,很好用
801,OPI,过敏
802,ASP,味道
802,OPI,香香的
802,ASP,外观
802,OPI,特别漂亮
803,ASP,补水效果
803,OPI,真的好
803,ASP,物流
803,OPI,很快
803,OPI,非常满意
804,OPI,很适合
805,OPI,是快
806,OPI,很不错得
806,OPI,补水
806,OPI,不错
807,OPI,还不错
808,ASP,盒子
808,OPI,很好看
809,ASP,效果
809,OPI,很好
809,OPI,淡淡的
809,ASP,香味
809,ASP,价格
809,OPI,很美丽
810,OPI,很好
810,OPI,很舒服
811,OPI,学推荐
812,OPI,挺好用的
812,OPI,还可以
813,OPI,挺合适的
813,ASP,活动
813,OPI,给力
814,OPI,很好
815,OPI,好评
816,OPI,很好
816,OPI,淡淡的
816,OPI,喜欢的
817,OPI,非常好用
817,OPI,很薄
817,ASP,补水效果
817,OPI,不错
819,OPI,挺好用的
819,OPI,比较水润
819,ASP,上妆
819,OPI,挺容易
819,ASP,物流
819,OPI,很快
820,ASP,活动
820,OPI,很划算
821,ASP,包装
821,OPI,完好
822,ASP,快递
822,OPI,就是那么值
822,ASP,快递
823,ASP,物流
823,OPI,太给力
823,OPI,超级快
823,ASP,清洁能力
824,OPI,不错
824,OPI,很温和
824,OPI,不刺激
825,ASP,补水效果
825,OPI,棒棒哒
826,OPI,活动价
826,OPI,实惠
827,OPI,还不错
828,OPI,很好
828,OPI,很服帖
829,OPI,很喜欢
830,OPI,很好用
831,OPI,不错
831,OPI,非常满意
833,OPI,不错
833,OPI,很好推开
833,OPI,细腻
833,OPI,不遮暇
833,OPI,很好的
833,OPI,棒棒哒
834,ASP,速度
834,OPI,挺快
834,ASP,快递员
835,ASP,补水效果
835,OPI,挺好的
836,ASP,物流
836,OPI,很快
836,ASP,小哥
836,OPI,很好
837,OPI,是正品
838,OPI,还可以
838,OPI,不多
839,OPI,没有
840,OPI,是正品
840,OPI,挺好的
840,ASP,瓶装
841,OPI,挺好的
842,OPI,容易吸收
842,OPI,很好推开
842,OPI,含有
842,OPI,含有抗衰
842,OPI,含有抗衰老成分
842,ASP,性价比
843,OPI,很喜欢
843,OPI,还不错
844,OPI,很好
845,OPI,还行
846,ASP,包装
846,OPI,还可以
847,OPI,超级好用
848,OPI,还行吧
848,OPI,太香了
848,ASP,泡泡
848,OPI,比较少
848,OPI,不太喜欢
849,ASP,物流
849,OPI,蛮快
849,OPI,不错
849,OPI,划得
849,OPI,划得着
850,OPI,超级好用
850,OPI,不干
850,OPI,香香的
851,OPI,很不错
851,OPI,正品
852,ASP,物流
852,OPI,超级快
852,OPI,好评
852,OPI,很划算
852,OPI,便宜
852,OPI,好评
853,OPI,很实惠
854,OPI,不错
854,ASP,保湿
854,OPI,挺好的
854,ASP,快递
854,OPI,很快
856,ASP,没收
857,OPI,滑滑的
857,OPI,还不错
858,OPI,很好用
858,OPI,棒棒哒
859,OPI,特别油腻
859,OPI,轻薄
859,ASP,上妆
860,OPI,不错
860,OPI,随便用用
860,OPI,不错
861,ASP,保湿效果
861,OPI,挺好的
861,OPI,是正品
862,ASP,包装
862,OPI,挺好的
862,OPI,是正品
863,OPI,还可以
863,OPI,比较满意
864,OPI,还不错
864,OPI,很好
865,OPI,正品
865,OPI,很好
866,OPI,很好用
867,OPI,有点油
867,OPI,很棒
867,OPI,很贴心
868,ASP,快递
869,OPI,好油
869,OPI,好油
869,OPI,好油
869,OPI,不值得推荐
870,OPI,很好用
871,OPI,挺保湿的
871,OPI,有点黏腻
872,OPI,香香的
872,OPI,挺好用
873,OPI,还可以
873,OPI,不能遮暇
873,OPI,希望别长
874,OPI,很喜欢
874,ASP,赠品
874,OPI,好超值
874,OPI,很喜欢
875,OPI,非常好用
876,OPI,不错
877,OPI,还不错
877,OPI,正品
878,ASP,补水效果
878,OPI,非常好
878,OPI,水嫩嫩的
878,ASP,精华
878,OPI,很多
878,OPI,光滑
878,OPI,很保湿
878,OPI,不刺激
879,OPI,挺好的
879,ASP,包装
879,OPI,精美
879,OPI,漂亮
879,OPI,正品
880,ASP,客服
880,OPI,很贴心
880,OPI,五星好评
881,OPI,细腻
881,OPI,柔滑
881,ASP,味道
881,OPI,清香
881,OPI,么么哒
882,OPI,最便宜
883,OPI,挺好用的
884,OPI,很喜欢
885,OPI,不错
885,OPI,很轻薄
886,ASP,活动
886,OPI,不错
888,OPI,很好用
888,OPI,非常贴
888,OPI,补水
889,OPI,大爱呀
890,OPI,很高效
891,OPI,还可以
892,OPI,还不错
892,OPI,非常实惠
893,OPI,好用
894,OPI,好用
894,OPI,遮瑕
894,OPI,自然
895,ASP,快递速度
895,OPI,这么快
895,ASP,价格
895,OPI,么实惠
896,OPI,还行
896,OPI,亲民
896,ASP,价格
897,OPI,很满意
898,OPI,非常好用
899,OPI,很好
900,OPI,很愉
901,OPI,好用
902,OPI,好用
902,ASP,颜色
903,OPI,不错
904,OPI,很好用
904,OPI,很喜欢
905,OPI,不干净的
906,OPI,挺好
907,OPI,非常滋润
908,ASP,活动
908,OPI,物美价廉
908,OPI,五星好评
909,OPI,方便
909,ASP,设计
909,OPI,挺好
909,OPI,水不刺激
909,ASP,清洁
909,OPI,挺干净的
909,OPI,喜欢
910,OPI,很快
910,OPI,还不错
911,OPI,还阔以
911,OPI,香香的
911,OPI,很满意
912,ASP,快寄
912,OPI,很给力
914,OPI,很保湿
914,ASP,精华
914,OPI,很多
915,OPI,超喜欢棒棒
915,ASP,物流
915,OPI,超级满意
916,ASP,收货
916,OPI,很及时
917,OPI,不错
917,OPI,美美哒
918,ASP,酒精味
918,OPI,太重
918,OPI,有点油
918,OPI,很好
919,ASP,活动
919,OPI,特别的不错
919,OPI,很优惠
919,OPI,优惠
919,OPI,很多吧
921,OPI,还不错
922,ASP,快递
922,OPI,真是神速
922,ASP,活动
922,OPI,优惠很多
923,OPI,不好用
923,OPI,没有提亮肤色
924,OPI,真心不错
925,OPI,还不错
926,ASP,味道
926,OPI,没错
926,OPI,是正品
926,OPI,碎了
927,OPI,是正品
928,OPI,还可以
928,OPI,不足有
929,ASP,快递
929,OPI,很给力
930,OPI,还不错
931,OPI,好用
931,ASP,补水效果
931,OPI,很好
931,ASP,活动
931,OPI,很实惠
932,OPI,挺好的
932,ASP,味道
932,OPI,不错
932,OPI,挺保湿
933,OPI,挺好
933,ASP,味道
933,OPI,不过敏
933,OPI,补水
934,OPI,很好
934,OPI,非常喜欢
934,OPI,准没错
937,OPI,小小
938,ASP,物流
939,ASP,味道
939,OPI,比较奇怪（
939,OPI,轻微的黏腻感
941,OPI,不好用
942,OPI,还可以
943,OPI,不错的
943,ASP,性价比
943,OPI,很高
944,OPI,很服帖
944,ASP,精华
944,OPI,很多
944,OPI,很好用
944,OPI,不过敏
945,OPI,不好用
946,OPI,不好用
947,OPI,比较干
947,ASP,保湿效果
947,OPI,很好
948,OPI,还不错
949,ASP,价格
949,OPI,便宜
950,OPI,一般
950,ASP,价格
950,OPI,便宜
951,OPI,挺好吸收
951,OPI,不油腻
951,OPI,没有损
952,ASP,补水效果
952,OPI,不错
953,ASP,补水效果
953,OPI,不错
953,ASP,包装
953,OPI,好看
953,OPI,很柔软
953,OPI,很薄
954,OPI,不错
955,OPI,挺喜欢
955,OPI,很实惠
955,OPI,美美的
956,OPI,不错
957,OPI,有点油
958,OPI,还行
958,OPI,好推开
958,OPI,不舒服
960,OPI,还不错
960,OPI,挺舒服的
961,OPI,挺好用的
962,OPI,不错
962,OPI,很好
963,ASP,速度
963,OPI,很不错
963,OPI,棒棒哒
964,OPI,挺好的
964,ASP,颜色
964,OPI,不自然
964,OPI,有点假白
964,OPI,好少
965,OPI,好用
965,OPI,好用
965,OPI,挺不错
966,OPI,有泡沫
966,ASP,快递
966,OPI,不咋
966,ASP,快递
966,ASP,速度
967,OPI,还不错
968,OPI,还不错
969,OPI,很好用
969,ASP,物流
969,OPI,很快
970,OPI,不错
971,OPI,挺水嫩的
972,OPI,会卡粉
972,OPI,不自然
973,OPI,有点太贵了
974,OPI,粉严重
974,ASP,颜色
974,OPI,太白
975,OPI,很滋润
976,OPI,很好用
977,OPI,挺好用的
977,OPI,非常满意
978,OPI,挺好用的
978,OPI,非常满意
980,ASP,赠品
980,OPI,挺好用
980,OPI,棒棒哒
981,OPI,好用
981,OPI,经济又实惠
982,OPI,还不错
982,OPI,还可以
982,OPI,便宜
983,OPI,还可以
983,OPI,不黏腻
984,OPI,很油
984,OPI,不清爽
986,OPI,特别好用
986,OPI,很薄
986,OPI,很舒服
987,OPI,不错
988,OPI,有点小
989,OPI,还行
990,OPI,挺温和
991,OPI,好用
991,OPI,不错
992,OPI,挺好用的
992,OPI,好评
993,OPI,良好
993,OPI,无异常
993,OPI,喜欢
994,OPI,很好用
994,OPI,均匀肤色
994,OPI,好用
995,ASP,卸妆效果
995,OPI,很好
996,ASP,包装
996,OPI,一般
996,ASP,盒子
996,OPI,没有
996,OPI,希望好用
997,OPI,很好用
998,OPI,很好用
999,OPI,便宜不少
1000,OPI,一如既往的好
1001,ASP,补水效果
1001,OPI,很好
1001,ASP,吸收
1001,OPI,特别快
1001,ASP,价格
1001,OPI,超值
1002,OPI,好用
1002,OPI,不刺激
1003,ASP,活动
1004,OPI,很好用
1005,OPI,满意
1005,OPI,吸收
1006,OPI,还可以
1008,OPI,好评
1009,OPI,好用
1009,OPI,很划算
1010,OPI,很喜欢
1010,OPI,很润
1011,OPI,不是很好用
1012,OPI,还不错
1012,OPI,好评
1012,OPI,很白
1013,OPI,很合适
1013,OPI,好用
1013,ASP,价格
1013,OPI,亲民
1014,OPI,不错
1014,OPI,很好用
1015,OPI,中的好
1015,OPI,很多
1015,ASP,补水
1015,OPI,保湿
1015,OPI,不油腻
1016,ASP,效果
1016,OPI,很好
1017,OPI,干巴巴
1017,OPI,不理想
1018,OPI,很好用
1018,OPI,很香
1019,OPI,滋润亮白
1019,ASP,保湿
1020,OPI,应该不错
1020,ASP,瓶子
1020,OPI,挺精致
1021,OPI,不错
1021,ASP,快递
1021,OPI,很快
1022,OPI,蛮好用的
1022,OPI,超喜欢
1022,OPI,超满意
1023,OPI,挺好用的
1023,OPI,很细腻
1023,ASP,遮瑕效果
1023,OPI,挺好
1024,OPI,挺小的
1024,OPI,不易脱妆
1024,OPI,挺自然
1025,ASP,合适
1026,OPI,清爽型
1026,OPI,很舒服
1027,ASP,物流
1027,ASP,服务态度
1028,OPI,挺划算的
1029,OPI,好评
1029,OPI,好用
1030,ASP,活动
1031,OPI,物有所值
1032,OPI,挺好用的
1033,ASP,精华
1033,OPI,很多
1033,ASP,快递员服务
1033,OPI,超好
1034,OPI,挺好用的
1034,ASP,提亮效果
1035,ASP,包装
1035,OPI,很好
1035,OPI,无破损
1035,OPI,很喜欢
1036,OPI,淡淡的
1036,ASP,清香
1036,OPI,很好闻
1037,OPI,非常不错
1037,OPI,非常好用
1038,OPI,挺好
1038,OPI,不卡粉
1039,OPI,便宜好用
1039,OPI,物美价廉
1040,OPI,好失望
1041,OPI,超级好用
1042,OPI,还是不错
1042,OPI,挺好用的
1042,OPI,还不错
1043,OPI,廉价的
1043,OPI,香精味
1043,ASP,上妆
1043,OPI,不自然
1043,OPI,卡粉
1044,OPI,是正品
1044,OPI,不错
1045,OPI,很服帖
1045,ASP,保湿效果
1045,OPI,还行
1045,OPI,划算
1046,ASP,快递
1046,OPI,好快
1046,OPI,很好
1046,ASP,精华
1046,OPI,很多
1047,OPI,不错
1048,OPI,特假
1049,OPI,水水的
1049,OPI,很好用
1050,OPI,很好用
1051,ASP,物流
1051,OPI,很快
1051,OPI,很满意
1053,OPI,非常方便
1054,OPI,清爽
1054,OPI,不油腻
1055,ASP,包装
1055,OPI,完好
1055,OPI,淡淡的
1055,ASP,清香味
1055,OPI,还好
1056,ASP,性价比
1056,OPI,很高
1056,OPI,滋润
1056,ASP,补水
1056,OPI,保湿
1056,OPI,还不起脂肪粒
1056,ASP,送货
1056,OPI,超级快
1057,OPI,不错
1058,OPI,还好吧
1058,ASP,保湿
1058,OPI,不是那么好
1059,OPI,挺喜欢的
1059,OPI,香香的
1059,ASP,味道
1059,OPI,好评
1060,ASP,味道
1060,OPI,很清新
1060,OPI,不多
1060,OPI,挺细腻的
1060,ASP,清洁力度
1060,OPI,还可以
1060,OPI,不紧绷
1060,OPI,挺温和的
1061,OPI,一般般
1062,OPI,一般般
1063,OPI,超赞
1063,OPI,大爱
1064,ASP,优惠活动
1064,OPI,太赞了
1065,OPI,好评
1066,OPI,挺不错
1066,ASP,物流
1066,OPI,很快
1067,ASP,发货的速度
1068,OPI,太香了
1069,OPI,超级好用
1069,ASP,补水效果
1070,ASP,服务态度
1070,OPI,很好
1070,OPI,很满意
1071,OPI,出汗不掉妆
1072,ASP,粉质
1072,OPI,不够细
1072,OPI,不够服帖
1072,ASP,味道
1072,OPI,蛮喜欢
1072,ASP,提亮的效果
1072,OPI,不错
1073,OPI,清淡
1073,OPI,不紧绷
1073,OPI,很舒服
1073,OPI,挺干净
1073,OPI,不刺激
1074,OPI,还不错
1075,OPI,山泥
1075,OPI,很难用
1075,OPI,不干净
1075,OPI,不是泥
1076,OPI,非常满意
1077,OPI,还不错
1078,OPI,喜欢
1078,OPI,大爱
1078,OPI,喜欢
1078,OPI,温和不刺激
1078,OPI,挺好用的
1079,ASP,价格
1079,OPI,美丽
1080,OPI,很不错
1081,OPI,一般
1082,ASP,清洁力
1082,OPI,不是太好
1082,OPI,起痘痘
1082,OPI,不适合
1083,OPI,很多
1083,ASP,赠品
1083,OPI,还行
1084,OPI,挺好用的
1085,OPI,还行
1085,OPI,不会很白
1085,ASP,粉扑
1085,OPI,很硬
1085,OPI,不好用
1086,ASP,速度
1086,OPI,真无敌
1087,OPI,不理想
1087,OPI,不干净
1088,OPI,一如既往的好
1089,OPI,一如既往的好
1090,OPI,还不错
1090,OPI,是正品
1091,OPI,期新
1091,OPI,不错
1092,OPI,一般般
1093,ASP,物流
1093,OPI,很快
1094,OPI,还不错
1095,OPI,还可以
1097,ASP,活动
1097,OPI,实惠
1097,OPI,还不错
1098,OPI,特持久
1098,OPI,特别容易干
1099,OPI,特别好
1099,OPI,特补水
1099,OPI,喜欢
1100,OPI,不错
1101,ASP,物流
1101,OPI,给力
1102,OPI,不错
1102,OPI,很多年
1103,OPI,还不错
1104,OPI,轻薄
1104,OPI,很好
1105,OPI,挺好的
1105,OPI,提亮肤色
1106,OPI,一般
1106,ASP,味道
1106,ASP,性价比
1107,OPI,不错
1108,OPI,物廉价美
1109,OPI,很清爽
1109,OPI,不错
1109,ASP,价格
1109,OPI,很划得
1110,OPI,有点小惊喜
1110,OPI,很满意
1112,OPI,喜欢
1112,OPI,很好
1112,OPI,很补水
1112,OPI,划算
1113,OPI,非常满意
1114,OPI,好用
1115,ASP,控油效果
1115,OPI,还可以
1115,ASP,香味
1115,OPI,太香
1117,OPI,超级喜欢
1118,OPI,非常好
1118,OPI,舒服
1118,OPI,不过敏
1118,OPI,挺实惠的
1119,ASP,包装
1119,OPI,还可以
1121,OPI,温合
1121,ASP,包装
1122,ASP,物流
1122,OPI,好快
1122,ASP,服务态度
1123,OPI,挺好的
1123,OPI,正品
1123,OPI,挺开心
1124,ASP,物流
1124,OPI,很快
1124,OPI,喜欢
1125,OPI,实惠
1125,ASP,袋子
1125,OPI,很漂亮
1127,OPI,不错
1127,OPI,挺细腻的
1128,OPI,挺好
1128,OPI,淡淡
1128,ASP,香味
1128,OPI,非常好用
1129,OPI,还不错
1129,ASP,发货速度
1129,OPI,挺喜欢
1130,OPI,很好
1131,OPI,还行吧
1132,OPI,相当不错
1132,ASP,物流
1132,OPI,给力
1132,OPI,好评
1132,OPI,超级好评
1133,OPI,挺好的
1135,OPI,好评
1135,OPI,很好
1135,OPI,很喜欢
1136,OPI,很不错
1137,OPI,有点干
1138,OPI,真心不错
1138,ASP,物流
1138,OPI,超级快
1139,OPI,还不错
1139,OPI,很好用
1139,ASP,价格
1139,OPI,优惠
1139,OPI,满意
1140,OPI,还不错
1140,ASP,物流
1140,OPI,很快
1141,OPI,满意
1141,OPI,还不错
1141,OPI,轻薄
1141,ASP,持久效果
1141,ASP,发货
1142,OPI,棒棒哒
1142,OPI,轻薄透气
1143,ASP,卸妆效果
1143,OPI,还好
1143,OPI,不油腻
1144,OPI,很好用
1144,ASP,物流
1144,OPI,很快
1146,OPI,很好
1146,OPI,很划算
1147,ASP,提亮
1147,OPI,很不错
1148,OPI,很好用
1149,OPI,很舒服
1149,OPI,没有一点不舒服
1149,OPI,好评好评
1151,OPI,不错
1151,ASP,保温效果
1151,ASP,精华液
1151,OPI,挺多的
1152,OPI,挺好的
1153,ASP,外观
1153,OPI,还不错
1154,OPI,不错
1155,ASP,礼品
1155,OPI,不错
1156,OPI,是正品
1156,ASP,包装
1156,OPI,有点不好
1156,OPI,挺环保的
1158,OPI,非常好用
1159,ASP,快递
1159,OPI,很给力
1160,OPI,很喜欢
1162,OPI,是正品
1163,ASP,味道
1163,OPI,好大不喜欢
1164,OPI,非常好用
1164,ASP,味道
1164,OPI,好闻
1165,OPI,很好用
1165,ASP,遮暇效果
1165,OPI,很好
1166,OPI,很不错
